Local authority code,Local authority name,LSOA code,LSOA name,Median House Price 2022,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against The Person,Total Crime 2022,IMD Score,Income Deprivation Score,Employment Deprivation Score,Education Deprivation Score,Health Deprivation Score,Crime Score,Housing and Services Deprivation Score,Living Environment Deprivation Score,Total Population 2015,Average PTAI 2015,PTAL
E09000003,Barnet,E01000231,Barnet 013D,621500.0,7.0,4.0,4.0,1.0,0.0,15.0,2.0,14.0,20.0,36.0,103.0,17.628,0.103,0.063,4.325,-1.112,0.156,46.81,22.468,2003,2.99059,1b
E09000003,Barnet,E01000232,Barnet 013E,830000.0,2.0,21.0,1.0,1.0,1.0,3.0,0.0,6.0,15.0,28.0,78.0,14.534,0.114,0.072,5.022,-0.843,0.019,29.815,20.257,1983,7.25079,2
E09000003,Barnet,E01000233,Barnet 013F,640000.0,3.0,25.0,4.0,1.0,0.0,4.0,2.0,30.0,19.0,24.0,112.0,8.853,0.069,0.054,4.009,-1.829,-0.162,22.349,20.027,1884,7.01215,2
E09000003,Barnet,E01000234,Barnet 021D,612500.0,1.0,11.0,5.0,2.0,1.0,3.0,1.0,5.0,6.0,19.0,54.0,8.657,0.067,0.047,3.867,-1.185,-0.259,25.044,18.383,1819,11.8742,3
E09000003,Barnet,E01000235,Barnet 021E,475000.0,8.0,16.0,4.0,3.0,1.0,6.0,0.0,24.0,21.0,53.0,136.0,23.347,0.164,0.101,18.521,-0.622,0.481,31.954,28.246,1816,12.1799,3
E09000003,Barnet,E01000236,Barnet 034A,1070000.0,4.0,18.0,1.0,0.0,0.0,7.0,2.0,6.0,22.0,36.0,96.0,10.572,0.079,0.059,3.637,-1.135,-0.545,25.167,26.189,1956,6.55226,2
E09000003,Barnet,E01000237,Barnet 032A,575000.0,13.0,19.0,9.0,2.0,1.0,28.0,12.0,47.0,10.0,92.0,233.0,9.545,0.055,0.036,1.569,-1.722,0.266,26.964,29.614,2138,14.3658,3
E09000003,Barnet,E01000238,Barnet 034B,670000.0,12.0,5.0,4.0,2.0,0.0,6.0,2.0,11.0,25.0,33.0,100.0,14.457,0.096,0.074,4.747,-1.429,-0.19,30.448,31.179,2035,4.37487,1b
E09000003,Barnet,E01000239,Barnet 031A,485000.0,15.0,23.0,23.0,2.0,0.0,10.0,0.0,23.0,14.0,62.0,172.0,21.568,0.137,0.077,6.545,-0.872,-0.006,50.079,25.352,2018,5.80517,2
E09000003,Barnet,E01000240,Barnet 031B,715500.0,9.0,11.0,3.0,2.0,0.0,14.0,2.0,16.0,22.0,46.0,125.0,19.599,0.118,0.065,5.762,-1.108,0.071,48.523,28.397,1751,2.37931,1a
E09000003,Barnet,E01000241,Barnet 031C,880000.0,12.0,13.0,2.0,0.0,1.0,4.0,1.0,4.0,24.0,22.0,83.0,10.706,0.071,0.04,1.467,-1.771,-0.181,34.775,24.967,1794,2.21401,1a
E09000003,Barnet,E01000242,Barnet 032B,750000.0,3.0,10.0,6.0,1.0,0.0,7.0,1.0,10.0,27.0,27.0,92.0,19.154,0.125,0.084,3.59,-0.959,0.287,42.621,21.089,1722,4.83334,1b
E09000003,Barnet,E01000243,Barnet 032C,450000.0,16.0,14.0,9.0,2.0,1.0,21.0,4.0,23.0,9.0,49.0,148.0,14.093,0.084,0.053,4.629,-0.996,0.105,30.061,37.611,1891,7.48625,2
E09000003,Barnet,E01000244,Barnet 032D,630000.0,13.0,24.0,7.0,3.0,0.0,17.0,12.0,45.0,22.0,65.0,208.0,15.649,0.076,0.056,6.449,-1.024,0.292,29.684,45.264,1680,8.20936,2
E09000003,Barnet,E01000245,Barnet 032E,755000.0,18.0,23.0,4.0,0.0,1.0,28.0,7.0,55.0,32.0,90.0,258.0,24.116,0.168,0.119,11.778,-0.366,0.449,31.387,29.665,2173,10.4143,3
E09000003,Barnet,E01000246,Barnet 002B,707000.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,6.0,18.0,16.0,49.0,10.621,0.048,0.04,1.711,-1.472,0.498,33.776,21.694,1546,2.34873,1a
E09000003,Barnet,E01000247,Barnet 002C,480000.0,7.0,5.0,3.0,2.0,0.0,8.0,3.0,11.0,12.0,25.0,76.0,10.138,0.077,0.066,2.68,-1.249,-0.555,28.98,13.317,1764,4.86619,1b
E09000003,Barnet,E01000248,Barnet 001A,780000.0,3.0,9.0,0.0,0.0,1.0,8.0,7.0,95.0,24.0,18.0,165.0,7.296,0.046,0.036,1.477,-1.413,0.52,17.762,19.701,1779,10.5315,3
E09000003,Barnet,E01000249,Barnet 001B,743000.0,6.0,4.0,2.0,3.0,1.0,3.0,0.0,6.0,12.0,9.0,46.0,5.863,0.026,0.044,1.17,-1.947,0.087,21.352,16.223,1522,2.11587,1a
E09000003,Barnet,E01000250,Barnet 001C,423750.0,10.0,19.0,8.0,4.0,1.0,27.0,11.0,112.0,30.0,74.0,296.0,13.03,0.107,0.071,3.559,-1.451,0.064,26.11,20.775,2660,8.55294,2
E09000003,Barnet,E01000251,Barnet 002D,370250.0,20.0,12.0,8.0,4.0,2.0,22.0,3.0,27.0,23.0,75.0,196.0,18.853,0.144,0.114,7.175,-0.578,0.114,24.873,22.749,2030,11.9501,3
E09000003,Barnet,E01000252,Barnet 002E,465000.0,3.0,7.0,2.0,0.0,0.0,5.0,1.0,10.0,20.0,27.0,75.0,13.376,0.099,0.074,2.148,-1.04,0.165,30.622,13.639,1719,8.40912,2
E09000003,Barnet,E01000253,Barnet 007B,1100000.0,1.0,15.0,2.0,1.0,2.0,5.0,0.0,13.0,21.0,19.0,79.0,9.449,0.043,0.032,3.48,-0.861,0.187,36.662,11.349,1648,1.16655,1a
E09000003,Barnet,E01000254,Barnet 001D,735000.0,9.0,6.0,1.0,1.0,0.0,5.0,0.0,5.0,21.0,15.0,63.0,7.764,0.04,0.028,2.182,-1.332,-0.121,26.527,29.206,1596,0.536905,1a
E09000003,Barnet,E01000255,Barnet 017A,635000.0,5.0,10.0,2.0,0.0,1.0,8.0,4.0,16.0,20.0,32.0,98.0,18.729,0.149,0.097,6.712,-1.007,0.195,30.356,24.066,1400,1.77553,1a
E09000003,Barnet,E01000256,Barnet 016A,730000.0,6.0,8.0,2.0,2.0,1.0,4.0,2.0,6.0,13.0,17.0,61.0,10.628,0.079,0.043,3.474,-1.523,0.014,32.338,18.002,1887,3.63009,1b
E09000003,Barnet,E01000257,Barnet 017B,550000.0,8.0,26.0,8.0,0.0,0.0,14.0,4.0,105.0,26.0,44.0,235.0,25.001,0.168,0.119,17.095,-0.383,0.252,38.645,21.402,1868,7.10116,2
E09000003,Barnet,E01000258,Barnet 016B,715500.0,9.0,15.0,12.0,2.0,3.0,9.0,5.0,46.0,18.0,33.0,152.0,9.156,0.058,0.04,3.553,-1.215,0.361,21.856,25.212,1767,6.77941,2
E09000003,Barnet,E01000259,Barnet 025D,605000.0,17.0,17.0,2.0,0.0,1.0,7.0,3.0,17.0,21.0,30.0,115.0,13.364,0.095,0.066,3.908,-1.594,0.318,30.248,19.213,2721,1.74679,1a
E09000003,Barnet,E01000260,Barnet 025E,552750.0,17.0,11.0,4.0,1.0,2.0,10.0,6.0,38.0,20.0,51.0,160.0,19.85,0.11,0.074,10.626,-0.992,0.203,46.598,24.416,2064,2.56492,1b
E09000003,Barnet,E01000261,Barnet 017C,975000.0,4.0,6.0,1.0,0.0,1.0,2.0,1.0,5.0,20.0,10.0,50.0,7.628,0.046,0.029,1.12,-1.964,-0.944,35.954,18.535,1681,2.93094,1b
E09000003,Barnet,E01000262,Barnet 017D,700000.0,12.0,18.0,0.0,2.0,0.0,4.0,1.0,10.0,35.0,50.0,132.0,11.643,0.094,0.046,7.639,-1.535,-0.404,34.821,15.179,2455,1.96018,1a
E09000003,Barnet,E01000263,Barnet 016C,1647500.0,2.0,5.0,1.0,0.0,0.0,3.0,0.0,1.0,11.0,9.0,32.0,5.865,0.024,0.024,1.201,-2.094,-0.311,27.802,20.901,1575,5.37449,2
E09000003,Barnet,E01000264,Barnet 016D,615000.0,20.0,36.0,14.0,2.0,2.0,22.0,6.0,117.0,25.0,61.0,305.0,16.482,0.116,0.077,5.608,-1.209,0.195,30.864,29.859,1816,10.9522,3
E09000003,Barnet,E01000265,Barnet 011A,374750.0,7.0,7.0,3.0,2.0,2.0,9.0,3.0,14.0,17.0,27.0,91.0,15.103,0.126,0.08,6.251,-0.774,-0.357,28.433,21.211,2006,5.79479,2
